date_id,date,day,month,month_name,quarter,year,financial_year,week_of_year,day_of_week,is_weekend,is_public_holiday,is_eofy_month,season
20211009,2021-10-09,9,10,October,Q4,2021,FY2021/22,40,Saturday,Y,N,N,Spring
20211010,2021-10-10,10,10,October,Q4,2021,FY2021/22,40,Sunday,Y,N,N,Spring
20211011,2021-10-11,11,10,October,Q4,2021,FY2021/22,41,Monday,N,N,N,Spring
20211012,2021-10-12,12,10,October,Q4,2021,FY2021/22,41,Tuesday,N,N,N,Spring
20211013,2021-10-13,13,10,October,Q4,2021,FY2021/22,41,Wednesday,N,N,N,Spring
20211014,2021-10-14,14,10,October,Q4,2021,FY2021/22,41,Thursday,N,N,N,Spring
20211015,2021-10-15,15,10,October,Q4,2021,FY2021/22,41,Friday,N,N,N,Spring
20211016,2021-10-16,16,10,October,Q4,2021,FY2021/22,41,Saturday,Y,N,N,Spring
20211017,2021-10-17,17,10,October,Q4,2021,FY2021/22,41,Sunday,Y,N,N,Spring
20211018,2021-10-18,18,10,October,Q4,2021,FY2021/22,42,Monday,N,N,N,Spring
20211019,2021-10-19,19,10,October,Q4,2021,FY2021/22,42,Tuesday,N,N,N,Spring
20211020,2021-10-20,20,10,October,Q4,2021,FY2021/22,42,Wednesday,N,N,N,Spring
20211021,2021-10-21,21,10,October,Q4,2021,FY2021/22,42,Thursday,N,N,N,Spring
20211022,2021-10-22,22,10,October,Q4,2021,FY2021/22,42,Friday,N,N,N,Spring
20211023,2021-10-23,23,10,October,Q4,2021,FY2021/22,42,Saturday,Y,N,N,Spring
20211024,2021-10-24,24,10,October,Q4,2021,FY2021/22,42,Sunday,Y,N,N,Spring
20211025,2021-10-25,25,10,October,Q4,2021,FY2021/22,43,Monday,N,N,N,Spring
20211026,2021-10-26,26,10,October,Q4,2021,FY2021/22,43,Tuesday,N,N,N,Spring
20211027,2021-10-27,27,10,October,Q4,2021,FY2021/22,43,Wednesday,N,N,N,Spring
20211028,2021-10-28,28,10,October,Q4,2021,FY2021/22,43,Thursday,N,N,N,Spring
20211029,2021-10-29,29,10,October,Q4,2021,FY2021/22,43,Friday,N,N,N,Spring
20211030,2021-10-30,30,10,October,Q4,2021,FY2021/22,43,Saturday,Y,N,N,Spring
20211031,2021-10-31,31,10,October,Q4,2021,FY2021/22,43,Sunday,Y,N,N,Spring
20211101,2021-11-01,1,11,November,Q4,2021,FY2021/22,44,Monday,N,N,N,Spring
20211102,2021-11-02,2,11,November,Q4,2021,FY2021/22,44,Tuesday,N,N,N,Spring
20211103,2021-11-03,3,11,November,Q4,2021,FY2021/22,44,Wednesday,N,N,N,Spring
20211104,2021-11-04,4,11,November,Q4,2021,FY2021/22,44,Thursday,N,N,N,Spring
20211105,2021-11-05,5,11,November,Q4,2021,FY2021/22,44,Friday,N,N,N,Spring
20211106,2021-11-06,6,11,November,Q4,2021,FY2021/22,44,Saturday,Y,N,N,Spring
20211107,2021-11-07,7,11,November,Q4,2021,FY2021/22,44,Sunday,Y,N,N,Spring
20211108,2021-11-08,8,11,November,Q4,2021,FY2021/22,45,Monday,N,N,N,Spring
20211109,2021-11-09,9,11,November,Q4,2021,FY2021/22,45,Tuesday,N,N,N,Spring
20211110,2021-11-10,10,11,November,Q4,2021,FY2021/22,45,Wednesday,N,N,N,Spring
20211111,2021-11-11,11,11,November,Q4,2021,FY2021/22,45,Thursday,N,N,N,Spring
20211112,2021-11-12,12,11,November,Q4,2021,FY2021/22,45,Friday,N,N,N,Spring
20211113,2021-11-13,13,11,November,Q4,2021,FY2021/22,45,Saturday,Y,N,N,Spring
20211114,2021-11-14,14,11,November,Q4,2021,FY2021/22,45,Sunday,Y,N,N,Spring
20211115,2021-11-15,15,11,November,Q4,2021,FY2021/22,46,Monday,N,N,N,Spring
20211116,2021-11-16,16,11,November,Q4,2021,FY2021/22,46,Tuesday,N,N,N,Spring
20211117,2021-11-17,17,11,November,Q4,2021,FY2021/22,46,Wednesday,N,N,N,Spring
20211118,2021-11-18,18,11,November,Q4,2021,FY2021/22,46,Thursday,N,N,N,Spring
20211119,2021-11-19,19,11,November,Q4,2021,FY2021/22,46,Friday,N,N,N,Spring
20211120,2021-11-20,20,11,November,Q4,2021,FY2021/22,46,Saturday,Y,N,N,Spring
20211121,2021-11-21,21,11,November,Q4,2021,FY2021/22,46,Sunday,Y,N,N,Spring
20211122,2021-11-22,22,11,November,Q4,2021,FY2021/22,47,Monday,N,N,N,Spring
20211123,2021-11-23,23,11,November,Q4,2021,FY2021/22,47,Tuesday,N,N,N,Spring
20211124,2021-11-24,24,11,November,Q4,2021,FY2021/22,47,Wednesday,N,N,N,Spring
20211125,2021-11-25,25,11,November,Q4,2021,FY2021/22,47,Thursday,N,N,N,Spring
20211126,2021-11-26,26,11,November,Q4,2021,FY2021/22,47,Friday,N,N,N,Spring
20211127,2021-11-27,27,11,November,Q4,2021,FY2021/22,47,Saturday,Y,N,N,Spring
20211128,2021-11-28,28,11,November,Q4,2021,FY2021/22,47,Sunday,Y,N,N,Spring
20211129,2021-11-29,29,11,November,Q4,2021,FY2021/22,48,Monday,N,N,N,Spring
20211130,2021-11-30,30,11,November,Q4,2021,FY2021/22,48,Tuesday,N,N,N,Spring
20211201,2021-12-01,1,12,December,Q4,2021,FY2021/22,48,Wednesday,N,N,N,Summer
20211202,2021-12-02,2,12,December,Q4,2021,FY2021/22,48,Thursday,N,N,N,Summer
20211203,2021-12-03,3,12,December,Q4,2021,FY2021/22,48,Friday,N,N,N,Summer
20211204,2021-12-04,4,12,December,Q4,2021,FY2021/22,48,Saturday,Y,N,N,Summer
20211205,2021-12-05,5,12,December,Q4,2021,FY2021/22,48,Sunday,Y,N,N,Summer
20211206,2021-12-06,6,12,December,Q4,2021,FY2021/22,49,Monday,N,N,N,Summer
20211207,2021-12-07,7,12,December,Q4,2021,FY2021/22,49,Tuesday,N,N,N,Summer
20211208,2021-12-08,8,12,December,Q4,2021,FY2021/22,49,Wednesday,N,N,N,Summer
20211209,2021-12-09,9,12,December,Q4,2021,FY2021/22,49,Thursday,N,N,N,Summer
20211210,2021-12-10,10,12,December,Q4,2021,FY2021/22,49,Friday,N,N,N,Summer
20211211,2021-12-11,11,12,December,Q4,2021,FY2021/22,49,Saturday,Y,N,N,Summer
20211212,2021-12-12,12,12,December,Q4,2021,FY2021/22,49,Sunday,Y,N,N,Summer
20211213,2021-12-13,13,12,December,Q4,2021,FY2021/22,50,Monday,N,N,N,Summer
20211214,2021-12-14,14,12,December,Q4,2021,FY2021/22,50,Tuesday,N,N,N,Summer
20211215,2021-12-15,15,12,December,Q4,2021,FY2021/22,50,Wednesday,N,N,N,Summer
20211216,2021-12-16,16,12,December,Q4,2021,FY2021/22,50,Thursday,N,N,N,Summer
20211217,2021-12-17,17,12,December,Q4,2021,FY2021/22,50,Friday,N,N,N,Summer
20211218,2021-12-18,18,12,December,Q4,2021,FY2021/22,50,Saturday,Y,N,N,Summer
20211219,2021-12-19,19,12,December,Q4,2021,FY2021/22,50,Sunday,Y,N,N,Summer
20211220,2021-12-20,20,12,December,Q4,2021,FY2021/22,51,Monday,N,N,N,Summer
20211221,2021-12-21,21,12,December,Q4,2021,FY2021/22,51,Tuesday,N,N,N,Summer
20211222,2021-12-22,22,12,December,Q4,2021,FY2021/22,51,Wednesday,N,N,N,Summer
20211223,2021-12-23,23,12,December,Q4,2021,FY2021/22,51,Thursday,N,N,N,Summer
20211224,2021-12-24,24,12,December,Q4,2021,FY2021/22,51,Friday,N,N,N,Summer
20211225,2021-12-25,25,12,December,Q4,2021,FY2021/22,51,Saturday,Y,Y,N,Summer
20211226,2021-12-26,26,12,December,Q4,2021,FY2021/22,51,Sunday,Y,Y,N,Summer
20211227,2021-12-27,27,12,December,Q4,2021,FY2021/22,52,Monday,N,N,N,Summer
20211228,2021-12-28,28,12,December,Q4,2021,FY2021/22,52,Tuesday,N,N,N,Summer
20211229,2021-12-29,29,12,December,Q4,2021,FY2021/22,52,Wednesday,N,N,N,Summer
20211230,2021-12-30,30,12,December,Q4,2021,FY2021/22,52,Thursday,N,N,N,Summer
20211231,2021-12-31,31,12,December,Q4,2021,FY2021/22,52,Friday,N,N,N,Summer
20220101,2022-01-01,1,1,January,Q1,2022,FY2021/22,52,Saturday,Y,Y,N,Summer
20220102,2022-01-02,2,1,January,Q1,2022,FY2021/22,52,Sunday,Y,N,N,Summer
20220103,2022-01-03,3,1,January,Q1,2022,FY2021/22,1,Monday,N,N,N,Summer
20220104,2022-01-04,4,1,January,Q1,2022,FY2021/22,1,Tuesday,N,N,N,Summer
20220105,2022-01-05,5,1,January,Q1,2022,FY2021/22,1,Wednesday,N,N,N,Summer
20220106,2022-01-06,6,1,January,Q1,2022,FY2021/22,1,Thursday,N,N,N,Summer
20220107,2022-01-07,7,1,January,Q1,2022,FY2021/22,1,Friday,N,N,N,Summer
20220108,2022-01-08,8,1,January,Q1,2022,FY2021/22,1,Saturday,Y,N,N,Summer
20220109,2022-01-09,9,1,January,Q1,2022,FY2021/22,1,Sunday,Y,N,N,Summer
20220110,2022-01-10,10,1,January,Q1,2022,FY2021/22,2,Monday,N,N,N,Summer
20220111,2022-01-11,11,1,January,Q1,2022,FY2021/22,2,Tuesday,N,N,N,Summer
20220112,2022-01-12,12,1,January,Q1,2022,FY2021/22,2,Wednesday,N,N,N,Summer
20220113,2022-01-13,13,1,January,Q1,2022,FY2021/22,2,Thursday,N,N,N,Summer
20220114,2022-01-14,14,1,January,Q1,2022,FY2021/22,2,Friday,N,N,N,Summer
20220115,2022-01-15,15,1,January,Q1,2022,FY2021/22,2,Saturday,Y,N,N,Summer
20220116,2022-01-16,16,1,January,Q1,2022,FY2021/22,2,Sunday,Y,N,N,Summer
20220117,2022-01-17,17,1,January,Q1,2022,FY2021/22,3,Monday,N,N,N,Summer
20220118,2022-01-18,18,1,January,Q1,2022,FY2021/22,3,Tuesday,N,N,N,Summer
20220119,2022-01-19,19,1,January,Q1,2022,FY2021/22,3,Wednesday,N,N,N,Summer
20220120,2022-01-20,20,1,January,Q1,2022,FY2021/22,3,Thursday,N,N,N,Summer
20220121,2022-01-21,21,1,January,Q1,2022,FY2021/22,3,Friday,N,N,N,Summer
20220122,2022-01-22,22,1,January,Q1,2022,FY2021/22,3,Saturday,Y,N,N,Summer
20220123,2022-01-23,23,1,January,Q1,2022,FY2021/22,3,Sunday,Y,N,N,Summer
20220124,2022-01-24,24,1,January,Q1,2022,FY2021/22,4,Monday,N,N,N,Summer
20220125,2022-01-25,25,1,January,Q1,2022,FY2021/22,4,Tuesday,N,N,N,Summer
20220126,2022-01-26,26,1,January,Q1,2022,FY2021/22,4,Wednesday,N,Y,N,Summer
20220127,2022-01-27,27,1,January,Q1,2022,FY2021/22,4,Thursday,N,N,N,Summer
20220128,2022-01-28,28,1,January,Q1,2022,FY2021/22,4,Friday,N,N,N,Summer
20220129,2022-01-29,29,1,January,Q1,2022,FY2021/22,4,Saturday,Y,N,N,Summer
20220130,2022-01-30,30,1,January,Q1,2022,FY2021/22,4,Sunday,Y,N,N,Summer
20220131,2022-01-31,31,1,January,Q1,2022,FY2021/22,5,Monday,N,N,N,Summer
20220201,2022-02-01,1,2,February,Q1,2022,FY2021/22,5,Tuesday,N,N,N,Summer
20220202,2022-02-02,2,2,February,Q1,2022,FY2021/22,5,Wednesday,N,N,N,Summer
20220203,2022-02-03,3,2,February,Q1,2022,FY2021/22,5,Thursday,N,N,N,Summer
20220204,2022-02-04,4,2,February,Q1,2022,FY2021/22,5,Friday,N,N,N,Summer
20220205,2022-02-05,5,2,February,Q1,2022,FY2021/22,5,Saturday,Y,N,N,Summer
20220206,2022-02-06,6,2,February,Q1,2022,FY2021/22,5,Sunday,Y,N,N,Summer
20220207,2022-02-07,7,2,February,Q1,2022,FY2021/22,6,Monday,N,N,N,Summer
20220208,2022-02-08,8,2,February,Q1,2022,FY2021/22,6,Tuesday,N,N,N,Summer
20220209,2022-02-09,9,2,February,Q1,2022,FY2021/22,6,Wednesday,N,N,N,Summer
20220210,2022-02-10,10,2,February,Q1,2022,FY2021/22,6,Thursday,N,N,N,Summer
20220211,2022-02-11,11,2,February,Q1,2022,FY2021/22,6,Friday,N,N,N,Summer
20220212,2022-02-12,12,2,February,Q1,2022,FY2021/22,6,Saturday,Y,N,N,Summer
20220213,2022-02-13,13,2,February,Q1,2022,FY2021/22,6,Sunday,Y,N,N,Summer
20220214,2022-02-14,14,2,February,Q1,2022,FY2021/22,7,Monday,N,N,N,Summer
20220215,2022-02-15,15,2,February,Q1,2022,FY2021/22,7,Tuesday,N,N,N,Summer
20220216,2022-02-16,16,2,February,Q1,2022,FY2021/22,7,Wednesday,N,N,N,Summer
20220217,2022-02-17,17,2,February,Q1,2022,FY2021/22,7,Thursday,N,N,N,Summer
20220218,2022-02-18,18,2,February,Q1,2022,FY2021/22,7,Friday,N,N,N,Summer
20220219,2022-02-19,19,2,February,Q1,2022,FY2021/22,7,Saturday,Y,N,N,Summer
20220220,2022-02-20,20,2,February,Q1,2022,FY2021/22,7,Sunday,Y,N,N,Summer
20220221,2022-02-21,21,2,February,Q1,2022,FY2021/22,8,Monday,N,N,N,Summer
20220222,2022-02-22,22,2,February,Q1,2022,FY2021/22,8,Tuesday,N,N,N,Summer
20220223,2022-02-23,23,2,February,Q1,2022,FY2021/22,8,Wednesday,N,N,N,Summer
20220224,2022-02-24,24,2,February,Q1,2022,FY2021/22,8,Thursday,N,N,N,Summer
20220225,2022-02-25,25,2,February,Q1,2022,FY2021/22,8,Friday,N,N,N,Summer
20220226,2022-02-26,26,2,February,Q1,2022,FY2021/22,8,Saturday,Y,N,N,Summer
20220227,2022-02-27,27,2,February,Q1,2022,FY2021/22,8,Sunday,Y,N,N,Summer
20220228,2022-02-28,28,2,February,Q1,2022,FY2021/22,9,Monday,N,N,N,Summer
20220301,2022-03-01,1,3,March,Q1,2022,FY2021/22,9,Tuesday,N,N,N,Autumn
20220302,2022-03-02,2,3,March,Q1,2022,FY2021/22,9,Wednesday,N,N,N,Autumn
20220303,2022-03-03,3,3,March,Q1,2022,FY2021/22,9,Thursday,N,N,N,Autumn
20220304,2022-03-04,4,3,March,Q1,2022,FY2021/22,9,Friday,N,N,N,Autumn
20220305,2022-03-05,5,3,March,Q1,2022,FY2021/22,9,Saturday,Y,N,N,Autumn
20220306,2022-03-06,6,3,March,Q1,2022,FY2021/22,9,Sunday,Y,N,N,Autumn
20220307,2022-03-07,7,3,March,Q1,2022,FY2021/22,10,Monday,N,N,N,Autumn
20220308,2022-03-08,8,3,March,Q1,2022,FY2021/22,10,Tuesday,N,N,N,Autumn
20220309,2022-03-09,9,3,March,Q1,2022,FY2021/22,10,Wednesday,N,N,N,Autumn
20220310,2022-03-10,10,3,March,Q1,2022,FY2021/22,10,Thursday,N,N,N,Autumn
20220311,2022-03-11,11,3,March,Q1,2022,FY2021/22,10,Friday,N,N,N,Autumn
20220312,2022-03-12,12,3,March,Q1,2022,FY2021/22,10,Saturday,Y,N,N,Autumn
20220313,2022-03-13,13,3,March,Q1,2022,FY2021/22,10,Sunday,Y,N,N,Autumn
20220314,2022-03-14,14,3,March,Q1,2022,FY2021/22,11,Monday,N,N,N,Autumn
20220315,2022-03-15,15,3,March,Q1,2022,FY2021/22,11,Tuesday,N,N,N,Autumn
20220316,2022-03-16,16,3,March,Q1,2022,FY2021/22,11,Wednesday,N,N,N,Autumn
20220317,2022-03-17,17,3,March,Q1,2022,FY2021/22,11,Thursday,N,N,N,Autumn
20220318,2022-03-18,18,3,March,Q1,2022,FY2021/22,11,Friday,N,N,N,Autumn
20220319,2022-03-19,19,3,March,Q1,2022,FY2021/22,11,Saturday,Y,N,N,Autumn
20220320,2022-03-20,20,3,March,Q1,2022,FY2021/22,11,Sunday,Y,N,N,Autumn
20220321,2022-03-21,21,3,March,Q1,2022,FY2021/22,12,Monday,N,N,N,Autumn
20220322,2022-03-22,22,3,March,Q1,2022,FY2021/22,12,Tuesday,N,N,N,Autumn
20220323,2022-03-23,23,3,March,Q1,2022,FY2021/22,12,Wednesday,N,N,N,Autumn
20220324,2022-03-24,24,3,March,Q1,2022,FY2021/22,12,Thursday,N,N,N,Autumn
20220325,2022-03-25,25,3,March,Q1,2022,FY2021/22,12,Friday,N,N,N,Autumn
20220326,2022-03-26,26,3,March,Q1,2022,FY2021/22,12,Saturday,Y,N,N,Autumn
20220327,2022-03-27,27,3,March,Q1,2022,FY2021/22,12,Sunday,Y,N,N,Autumn
20220328,2022-03-28,28,3,March,Q1,2022,FY2021/22,13,Monday,N,N,N,Autumn
20220329,2022-03-29,29,3,March,Q1,2022,FY2021/22,13,Tuesday,N,N,N,Autumn
20220330,2022-03-30,30,3,March,Q1,2022,FY2021/22,13,Wednesday,N,N,N,Autumn
20220331,2022-03-31,31,3,March,Q1,2022,FY2021/22,13,Thursday,N,N,N,Autumn
20220401,2022-04-01,1,4,April,Q2,2022,FY2021/22,13,Friday,N,N,N,Autumn
20220402,2022-04-02,2,4,April,Q2,2022,FY2021/22,13,Saturday,Y,N,N,Autumn
20220403,2022-04-03,3,4,April,Q2,2022,FY2021/22,13,Sunday,Y,N,N,Autumn
20220404,2022-04-04,4,4,April,Q2,2022,FY2021/22,14,Monday,N,N,N,Autumn
20220405,2022-04-05,5,4,April,Q2,2022,FY2021/22,14,Tuesday,N,N,N,Autumn
20220406,2022-04-06,6,4,April,Q2,2022,FY2021/22,14,Wednesday,N,N,N,Autumn
20220407,2022-04-07,7,4,April,Q2,2022,FY2021/22,14,Thursday,N,N,N,Autumn
20220408,2022-04-08,8,4,April,Q2,2022,FY2021/22,14,Friday,N,N,N,Autumn
20220409,2022-04-09,9,4,April,Q2,2022,FY2021/22,14,Saturday,Y,N,N,Autumn
20220410,2022-04-10,10,4,April,Q2,2022,FY2021/22,14,Sunday,Y,N,N,Autumn
20220411,2022-04-11,11,4,April,Q2,2022,FY2021/22,15,Monday,N,N,N,Autumn
20220412,2022-04-12,12,4,April,Q2,2022,FY2021/22,15,Tuesday,N,N,N,Autumn
20220413,2022-04-13,13,4,April,Q2,2022,FY2021/22,15,Wednesday,N,N,N,Autumn
20220414,2022-04-14,14,4,April,Q2,2022,FY2021/22,15,Thursday,N,N,N,Autumn
20220415,2022-04-15,15,4,April,Q2,2022,FY2021/22,15,Friday,N,Y,N,Autumn
20220416,2022-04-16,16,4,April,Q2,2022,FY2021/22,15,Saturday,Y,N,N,Autumn
20220417,2022-04-17,17,4,April,Q2,2022,FY2021/22,15,Sunday,Y,N,N,Autumn
20220418,2022-04-18,18,4,April,Q2,2022,FY2021/22,16,Monday,N,Y,N,Autumn
20220419,2022-04-19,19,4,April,Q2,2022,FY2021/22,16,Tuesday,N,N,N,Autumn
20220420,2022-04-20,20,4,April,Q2,2022,FY2021/22,16,Wednesday,N,N,N,Autumn
20220421,2022-04-21,21,4,April,Q2,2022,FY2021/22,16,Thursday,N,N,N,Autumn
20220422,2022-04-22,22,4,April,Q2,2022,FY2021/22,16,Friday,N,N,N,Autumn
20220423,2022-04-23,23,4,April,Q2,2022,FY2021/22,16,Saturday,Y,N,N,Autumn
20220424,2022-04-24,24,4,April,Q2,2022,FY2021/22,16,Sunday,Y,N,N,Autumn
20220425,2022-04-25,25,4,April,Q2,2022,FY2021/22,17,Monday,N,Y,N,Autumn
20220426,2022-04-26,26,4,April,Q2,2022,FY2021/22,17,Tuesday,N,N,N,Autumn
20220427,2022-04-27,27,4,April,Q2,2022,FY2021/22,17,Wednesday,N,N,N,Autumn
20220428,2022-04-28,28,4,April,Q2,2022,FY2021/22,17,Thursday,N,N,N,Autumn
20220429,2022-04-29,29,4,April,Q2,2022,FY2021/22,17,Friday,N,N,N,Autumn
20220430,2022-04-30,30,4,April,Q2,2022,FY2021/22,17,Saturday,Y,N,N,Autumn
20220501,2022-05-01,1,5,May,Q2,2022,FY2021/22,17,Sunday,Y,N,N,Autumn
20220502,2022-05-02,2,5,May,Q2,2022,FY2021/22,18,Monday,N,N,N,Autumn
20220503,2022-05-03,3,5,May,Q2,2022,FY2021/22,18,Tuesday,N,N,N,Autumn
20220504,2022-05-04,4,5,May,Q2,2022,FY2021/22,18,Wednesday,N,N,N,Autumn
20220505,2022-05-05,5,5,May,Q2,2022,FY2021/22,18,Thursday,N,N,N,Autumn
20220506,2022-05-06,6,5,May,Q2,2022,FY2021/22,18,Friday,N,N,N,Autumn
20220507,2022-05-07,7,5,May,Q2,2022,FY2021/22,18,Saturday,Y,N,N,Autumn
20220508,2022-05-08,8,5,May,Q2,2022,FY2021/22,18,Sunday,Y,N,N,Autumn
20220509,2022-05-09,9,5,May,Q2,2022,FY2021/22,19,Monday,N,N,N,Autumn
20220510,2022-05-10,10,5,May,Q2,2022,FY2021/22,19,Tuesday,N,N,N,Autumn
20220511,2022-05-11,11,5,May,Q2,2022,FY2021/22,19,Wednesday,N,N,N,Autumn
20220512,2022-05-12,12,5,May,Q2,2022,FY2021/22,19,Thursday,N,N,N,Autumn
20220513,2022-05-13,13,5,May,Q2,2022,FY2021/22,19,Friday,N,N,N,Autumn
20220514,2022-05-14,14,5,May,Q2,2022,FY2021/22,19,Saturday,Y,N,N,Autumn
20220515,2022-05-15,15,5,May,Q2,2022,FY2021/22,19,Sunday,Y,N,N,Autumn
20220516,2022-05-16,16,5,May,Q2,2022,FY2021/22,20,Monday,N,N,N,Autumn
20220517,2022-05-17,17,5,May,Q2,2022,FY2021/22,20,Tuesday,N,N,N,Autumn
20220518,2022-05-18,18,5,May,Q2,2022,FY2021/22,20,Wednesday,N,N,N,Autumn
20220519,2022-05-19,19,5,May,Q2,2022,FY2021/22,20,Thursday,N,N,N,Autumn
20220520,2022-05-20,20,5,May,Q2,2022,FY2021/22,20,Friday,N,N,N,Autumn
20220521,2022-05-21,21,5,May,Q2,2022,FY2021/22,20,Saturday,Y,N,N,Autumn
20220522,2022-05-22,22,5,May,Q2,2022,FY2021/22,20,Sunday,Y,N,N,Autumn
20220523,2022-05-23,23,5,May,Q2,2022,FY2021/22,21,Monday,N,N,N,Autumn
20220524,2022-05-24,24,5,May,Q2,2022,FY2021/22,21,Tuesday,N,N,N,Autumn
20220525,2022-05-25,25,5,May,Q2,2022,FY2021/22,21,Wednesday,N,N,N,Autumn
20220526,2022-05-26,26,5,May,Q2,2022,FY2021/22,21,Thursday,N,N,N,Autumn
20220527,2022-05-27,27,5,May,Q2,2022,FY2021/22,21,Friday,N,N,N,Autumn
20220528,2022-05-28,28,5,May,Q2,2022,FY2021/22,21,Saturday,Y,N,N,Autumn
20220529,2022-05-29,29,5,May,Q2,2022,FY2021/22,21,Sunday,Y,N,N,Autumn
20220530,2022-05-30,30,5,May,Q2,2022,FY2021/22,22,Monday,N,N,N,Autumn
20220531,2022-05-31,31,5,May,Q2,2022,FY2021/22,22,Tuesday,N,N,N,Autumn
20220601,2022-06-01,1,6,June,Q2,2022,FY2021/22,22,Wednesday,N,N,Y,Winter
20220602,2022-06-02,2,6,June,Q2,2022,FY2021/22,22,Thursday,N,N,Y,Winter
20220603,2022-06-03,3,6,June,Q2,2022,FY2021/22,22,Friday,N,N,Y,Winter
20220604,2022-06-04,4,6,June,Q2,2022,FY2021/22,22,Saturday,Y,N,Y,Winter
20220605,2022-06-05,5,6,June,Q2,2022,FY2021/22,22,Sunday,Y,N,Y,Winter
20220606,2022-06-06,6,6,June,Q2,2022,FY2021/22,23,Monday,N,N,Y,Winter
20220607,2022-06-07,7,6,June,Q2,2022,FY2021/22,23,Tuesday,N,N,Y,Winter
20220608,2022-06-08,8,6,June,Q2,2022,FY2021/22,23,Wednesday,N,N,Y,Winter
20220609,2022-06-09,9,6,June,Q2,2022,FY2021/22,23,Thursday,N,N,Y,Winter
20220610,2022-06-10,10,6,June,Q2,2022,FY2021/22,23,Friday,N,N,Y,Winter
20220611,2022-06-11,11,6,June,Q2,2022,FY2021/22,23,Saturday,Y,N,Y,Winter
20220612,2022-06-12,12,6,June,Q2,2022,FY2021/22,23,Sunday,Y,N,Y,Winter
20220613,2022-06-13,13,6,June,Q2,2022,FY2021/22,24,Monday,N,N,Y,Winter
20220614,2022-06-14,14,6,June,Q2,2022,FY2021/22,24,Tuesday,N,N,Y,Winter
20220615,2022-06-15,15,6,June,Q2,2022,FY2021/22,24,Wednesday,N,N,Y,Winter
20220616,2022-06-16,16,6,June,Q2,2022,FY2021/22,24,Thursday,N,N,Y,Winter
20220617,2022-06-17,17,6,June,Q2,2022,FY2021/22,24,Friday,N,N,Y,Winter
20220618,2022-06-18,18,6,June,Q2,2022,FY2021/22,24,Saturday,Y,N,Y,Winter
20220619,2022-06-19,19,6,June,Q2,2022,FY2021/22,24,Sunday,Y,N,Y,Winter
20220620,2022-06-20,20,6,June,Q2,2022,FY2021/22,25,Monday,N,N,Y,Winter
20220621,2022-06-21,21,6,June,Q2,2022,FY2021/22,25,Tuesday,N,N,Y,Winter
20220622,2022-06-22,22,6,June,Q2,2022,FY2021/22,25,Wednesday,N,N,Y,Winter
20220623,2022-06-23,23,6,June,Q2,2022,FY2021/22,25,Thursday,N,N,Y,Winter
20220624,2022-06-24,24,6,June,Q2,2022,FY2021/22,25,Friday,N,N,Y,Winter
20220625,2022-06-25,25,6,June,Q2,2022,FY2021/22,25,Saturday,Y,N,Y,Winter
20220626,2022-06-26,26,6,June,Q2,2022,FY2021/22,25,Sunday,Y,N,Y,Winter
20220627,2022-06-27,27,6,June,Q2,2022,FY2021/22,26,Monday,N,N,Y,Winter
20220628,2022-06-28,28,6,June,Q2,2022,FY2021/22,26,Tuesday,N,N,Y,Winter
20220629,2022-06-29,29,6,June,Q2,2022,FY2021/22,26,Wednesday,N,N,Y,Winter
20220630,2022-06-30,30,6,June,Q2,2022,FY2021/22,26,Thursday,N,N,Y,Winter
20220701,2022-07-01,1,7,July,Q3,2022,FY2022/23,26,Friday,N,N,N,Winter
20220702,2022-07-02,2,7,July,Q3,2022,FY2022/23,26,Saturday,Y,N,N,Winter
20220703,2022-07-03,3,7,July,Q3,2022,FY2022/23,26,Sunday,Y,N,N,Winter
20220704,2022-07-04,4,7,July,Q3,2022,FY2022/23,27,Monday,N,N,N,Winter
20220705,2022-07-05,5,7,July,Q3,2022,FY2022/23,27,Tuesday,N,N,N,Winter
20220706,2022-07-06,6,7,July,Q3,2022,FY2022/23,27,Wednesday,N,N,N,Winter
20220707,2022-07-07,7,7,July,Q3,2022,FY2022/23,27,Thursday,N,N,N,Winter
20220708,2022-07-08,8,7,July,Q3,2022,FY2022/23,27,Friday,N,N,N,Winter
20220709,2022-07-09,9,7,July,Q3,2022,FY2022/23,27,Saturday,Y,N,N,Winter
20220710,2022-07-10,10,7,July,Q3,2022,FY2022/23,27,Sunday,Y,N,N,Winter
20220711,2022-07-11,11,7,July,Q3,2022,FY2022/23,28,Monday,N,N,N,Winter
20220712,2022-07-12,12,7,July,Q3,2022,FY2022/23,28,Tuesday,N,N,N,Winter
20220713,2022-07-13,13,7,July,Q3,2022,FY2022/23,28,Wednesday,N,N,N,Winter
20220714,2022-07-14,14,7,July,Q3,2022,FY2022/23,28,Thursday,N,N,N,Winter
20220715,2022-07-15,15,7,July,Q3,2022,FY2022/23,28,Friday,N,N,N,Winter
20220716,2022-07-16,16,7,July,Q3,2022,FY2022/23,28,Saturday,Y,N,N,Winter
20220717,2022-07-17,17,7,July,Q3,2022,FY2022/23,28,Sunday,Y,N,N,Winter
20220718,2022-07-18,18,7,July,Q3,2022,FY2022/23,29,Monday,N,N,N,Winter
20220719,2022-07-19,19,7,July,Q3,2022,FY2022/23,29,Tuesday,N,N,N,Winter
20220720,2022-07-20,20,7,July,Q3,2022,FY2022/23,29,Wednesday,N,N,N,Winter
